,text_id,sent_id,sent,is_requirement
54,3,1,You'll save thousands on daily expenditures Professional Relocation Services for out of town candidates*,0
55,3,2,"All candidates are encouraged to participate in our Referral Bonus Program ranging anywhere from $500 - $1,000 for all successfully hired candidates... referred directly to the Refined Resources teamPlease submit referrals via online Referral FormThank",0
56,3,3,you and we look forward to working with you soon!  ,0
57,3,4,[ Click to enlarge Image ],0
58,3,5,"IC&amp;E Technician | Bakersfield, CA Mt. PosoPrincipal Duties and Responsibilities: Calibrates, tests, maintains, troubleshoots, and installs all power plant instrumentation, control systems and electrical equipment.",0
59,3,6,"Performs maintenance on motor control centers, motor operated valves, generators, excitation equipment and motors.",0
60,3,7,"Performs preventive, predictive and corrective maintenance on equipment, coordinating work with various team members.",0
61,3,8,Designs and installs new equipment and/or system modifications.,0
62,3,9,"Troubleshoots and performs maintenance on DC backup power equipment, process controls, programmable logic controls (PLC), and emission monitoring equipment.",0
63,3,10,"Uses maintenance reporting system to record time and material use, problem identified and corrected, and further action required; provides complete history of maintenance on equipment.",0
64,3,11,"Schedule, coordinate, work with and monitor contractors on specific tasks, as required.",0
65,3,12,Follows safe working practices at all times.,0
66,3,13,Identifies safety hazards and recommends solutions.,0
67,3,14,Follows environmental compliance work practices.,0
68,3,15,Identifies environmental non-compliance problems and assist in implementing solutions.,0
69,3,16,Assists other team members and works with all departments to support generating station in achieving their performance goals.,0
70,3,17,"Trains other team members in the areas of instrumentation, control, and electrical systems.",0
71,3,18,"Performs housekeeping assignments, as directed.",0
72,3,19,Conduct equipment and system tagging according to company and plant rules and regulations.,0
73,3,20,"Perform equipment safety inspections, as required, and record results as appropriate. Participate in small construction projects.  ",0
74,3,21,"Read and interpret drawings, sketches, prints, and specifications, as required.",0
75,3,22,Orders parts as needed to affect maintenance and repair.,0
76,3,23,Performs Operations tasks on an as-needed basis and other tasks as assigned.,0
77,3,24,"Available within a reasonable response time for emergency call-ins and overtime, plus provide acceptable off-hour contact by phone and company pager.          ",0
78,3,25,Excellent Verbal and Written Communications Skills:Ability to coordinate work activities with other team members on technical subjects across job families.,0
79,3,26,"Ability to work weekends, holidays, and rotating shifts, as required.",0
80,3,27,"QualificationsKnowledge, Skills &amp; Abilities: A high school diploma or GED is required.",1
81,3,28,Must have a valid driver’s license.,1
82,3,29,"Ability to read, write, and communicate effectively in English.  ",1
83,3,30,Good math skills. ,1
84,3,31,"Four years of experience as an I&amp;C Technician and/or Electrician in a power plant environment, preferably with a strong electrical background, up to and including, voltages to 15 KV to provide the following:Demonstrated knowledge of electrical equipment, electronics, schematics, basics of chemistry and physics and controls and instrumentation.",1
85,3,32,Demonstrated knowledge of safe work practices associated with a power plant environment.,1
86,3,33,"Demonstrated ability to calibrate I&amp;C systems and equipment, including analytic equipment.",1
87,3,34,"Demonstrated ability to configure and operate various test instruments and equipment, as necessary, to troubleshoot and repair plant equipment including, but not limited to, distributed control systems, programmable logic controllers, motor control centers, transformers, generators, and continuous emissions monitor (CEM) systems.",1
88,3,35,Demonstrated ability to work with others in a team environment. ,1
89,3,36,"BENEFITSWhat is offered:Competitive compensation package100% matched retirement fundAnnual vacations paid for by companySignificant bonus structureOpportunity for advancement Full benefits packageAnnual performance reviews and base salary increasesAnnual cost of living increases Sound, clean, safe and enjoyable working environment &amp; Company CultureWorld renound management and executive team who promote from within, leverage careers and invest in employees for the long-term success of their careers and overall company/employee goalsQualified candidates contact: Darren Lawson | VP of Recruiting | #EMAIL_395225df8eed70288fc67310349d63d49d5f2ca6bc14dbb5dcbf9296069ad88c# | #PHONE_70128aad0c118273b0c2198a08d528591b932924e165b6a8d1272a6f9e2763d1#   ",0
90,4,0,Renewable Energy and Environmental Protection equipment,0
91,4,1,The job is to support the growth of the #URL_9f35c886234b8e939f5403fd12ad24821ba485aee59d1581c7a35be587faa504# marketplace project.,0
92,4,2,"This will involve liaison with vendors, administration of the website, liaison with the website designers, interfacing between accounts and clients, and generally troubleshooting the various systems involved in running an internet marketplace.",0
93,4,3,The successful candidate will be someone who is interesting in marketing and would like to grow into a bigger role within the company.,0
94,4,4,"Computer literateAble to work with HTML, although coding skills not a requirementSuitably qualifiedEnthusiastic and imaginative",1
95,4,5,For a suitably motivated and success orientated person there is the possibility to work from where ever is convenient.,0
96,5,0,MarketInvoice is one of the most high-profile London based fin-tech companies.,0
97,5,1,"The Company is Europe’s leading P2P invoice finance platform that allows SMEs to quickly and flexibly sell their invoices, releasing critical working capital in the process.",0
98,5,2,Our mission at MarketInvoice is to modernise the way in which SMEs finance their working capital and fund their growth.,0
99,5,3,We are seeking to bring much-needed innovation to the banking industry in much the same way that online retailers disrupted the high street.,0
100,5,4,"You will be joining a diverse, multi-talented, fast-growing team that is passionate about using technology to help businesses access funding and change the world of business finance.",0
101,5,5,BACKGROUNDA senior sales and account management role in the business development team which will see you develop high value qualified leads into a profitable portfolio of clients.,0
102,5,6,This role is perfect for an experienced consultative sales professional who understands why customers need working capital and believes in the MarketInvoice mission to make business finance more efficient and transparent. ,0
103,5,7,"KEY RESPONSIBILITIESConversion of qualified leads from multiple industry sectors to active trading accounts and the ongoing management of those accountsAchieving a sales target consisting of volume, revenue, new clients and client retentionMentoring and management of Sales Associates ",0
104,5,8,The role encompasses:Delivering against a specified business development strategy and target on a daily basisEngagement with CEO’s and FD’s in SME’s and mid cap businesses in the UKFace to face client meetings at board levelProviding timely and accurate reporting to the businessUse in-house data sources as well as log activity via our CRM systemUndergoing personal training and development with a route through to the MarketInvoice management team and eventually take ownership of part of the businessAttendance of external events and networking opportunitiesDealing with inbound sales leads and referrals from multiple business sectors across the UKExecuting successful sales techniques to move targets through the MarketInvoice sales funnelDriving new business generation through referrals and relationship building ,0
105,5,9,5-10 years sales experience in B2B solution sales in either the financial services or technology sector.,1
106,5,10,Hold a high level of personal drive with a great work ethic and a track record of out of the ordinary value creation.,1
107,5,11,Determined and ambitious with the ability to lead and coach others.,1
108,5,12,Strong competitive nature with a professional attitude.,1
109,5,13,"Analytical, methodical and numerate.",1
110,5,14,"Cross functional with an understanding of the marketing mixStrong, clear and precise verbal and written communication skills.",1
111,5,15,"Self-driven, quality and results –oriented.",1
112,5,16,Ability to work well under pressure and hold a team player mentality.,1
113,5,17,"Excellent knowledge of financial products available to UK business and the wider finance/investment industry including PE/VC, alternative funders and the Peer2Peer landscape.",1
114,5,18,The ability to help set and define the sales strategy.,1
115,5,19,Strong excel and CRM capabilities.,1
116,5,20,Based in our Manchester officeCompetitive basic salary Highly incentivised pay structureUncapped commission scheme based on monthly trading volume and revenue.25 days holidayPrivate Health Insurance,0
117,6,0,"Neverbland is a team of designers, developers and doers. ",0
118,6,1,"Specialists in user experience, interaction design and product development. ",0
119,6,2,"Having earned our spurs developing startups, we understand the importance of simple, elegant solutions and quick releases; matching beautiful aesthetic to functional design.",0
120,6,3,We're driven by the Web's ability to unite and empower.,0
121,6,4,That's why we're passionate about collaboration and the open source movement. ,0
122,6,5,But it's what we haven't done that really excites us. ,0
123,6,6,What's next?,0
124,6,7,"Some of us are born with the ability to multi task, organize our lives and the lives of others with laser accuracy.",0
125,6,8,Some of us aren’t.,0
126,6,9,"Fortunately for those of us who aren't (author of this post included), there are people like you, who can and do, with startling brilliance.",0
127,6,10,You'll love working at the heart of a close-knit team to develop medium and long-term plans as much as you’ll enjoy the day-to-day remit of communicating with and delivering exciting projects to our clients. ,0
128,6,11,You'll have a passion for the internet and leading web technologies and whilst we don't expect you to be a developer you'll be aware of leading front and back end technologies and know your PHP from JS and CSS and be at ease writing a spec and justifying your approach to a client.,0
129,6,12,You’ll be equally at home managing projects in an agile way as you are confident controlling the budgets.,0
130,6,13,You’ll also relish working as part of an international team– supporting the studio and simultaneously managing and growing relationships client-side.  ,0
131,6,14,"You’ll understand the importance of working fast and delivering on time, but never, ever at the expense of quality.",0
132,6,15,"This is a fantastic opportunity for a talented, ambitious hard working Producer looking for an open ended opportunity with a product focus that will be anything but dull.",0
133,6,16,2-3 years agency experience in a Producer/Project Manager role (essential)The ability to work autonomously-,1
134,6,17,managing multiple projects from spec writing to budgeting across multiple clients simultaneously.,1
135,6,18,"Excellent verbal and written communication skills- talking, writing etc.",1
136,6,19,"A love for solving problems for real businesses, no matter how large.",1
137,6,20,"A desire to build strong, respect-driven relationships with clients and your team.",1
138,6,21,A need to prioritise and schedule.,1
139,6,22,"Experience across a range of digital projects (social, web, e-commerce) and a good understanding of current technologies.",1
140,6,23,Demonstrate a passion for the web but to equally have an active life outside it Ability to actively contribute to our team culture,1
141,6,24,"Work in a dynamic, creative environment.",0
142,6,25,"Learn first-hand about how to start, grow and market new startups and products.",0
143,6,26,Build exciting Apps that thousands of people will use and love.,0
144,6,27,"Work on a broad range of projects and brandsTeam lunches, drinks and - dare we say it - parties.",0
145,6,28,"Unlimited holidays (we trust you to get the job done, so we don't track).OTE bonus scheme paid quarterly",0
146,7,0,"Dairy, food and beverage processors work within one of the most complex, competitive and precision-driven industries.  ",0
147,7,1,They need a partner they can rely on to address their operational issues.  ,0
148,7,2,"W.M. Sprinkman has been providing system design, engineering and installation as well as stainless steel manufacturing, maintenance and servicing of equipment for over 80 years.  ",0
149,7,3,"The secret (foundation/ core) of our longevity is our incredibly talented and dedicated staff from sales to service, concepts to installation.  ",0
150,7,4,"W.M. Sprinkman designs, builds and installs stainless steel processing systems for the dairy, food and beverages industry.  ",0
151,7,5,"We're a rapidly growing organization with TANKS of opportunity for enthusiastic, team-oriented people with a passion for delighting our customers.  ",0
152,7,6,"We're looking for a Field Services Coordinator who will be responsible for all aspects of field service including scoping, scheduling and staffing assignments, procurement and follow-up. ",0
153,7,7,ESSENTIAL DUTIES AND RESPONSIBILITIES include the following:Job definition/ScopeWorks with customers to understand scope of field service projects.,0
154,7,8,"When necessary, participates in kick-off meeting with customer and assumes the role of on-site manager for installations.",0
155,7,9,"When necessary, prepares and delivers estimates to customers for field service.",0
156,7,10,Tracks and documents change orders to ensure proper billing at project completion.,0
157,7,11,Manages procurement process and ensures material is ordered and sent to job sites on time.  ,0
158,7,12,Receives inbound requests for additional material from field and determines proper course of action with purchasing.,0
159,7,13,On occasion acts as sales lead for field service work to develop business. ,0
160,7,14,Service delivery managementResponsible for direction and management of on-site field service crews.,0
161,7,15,Works with field service crews to ensure all aspects of job are complete.,0
162,7,16,Works with Shop Foreman for scheduling of resources at job sites.,0
163,7,17,OperationsEnsures all safety requirements are met.,0
164,7,18,Ensures all DOT requirements are adhered to.,0
165,7,19,Ensures Sprinkman quality standards are upheld within field service organization.,0
166,7,20,Develops written reporting procedures for all field service work performed.,0
167,7,21,Ensures accurate records of all field service calls are maintained.,0
168,7,22,Reviews all customer billings to ensure accuracy.,0
169,7,23,Maintains organization of and maintenance of field service vehicles and equipment.,0
170,7,24,Tracks and maintains records of warranty work.,0
171,7,25,"5-7 years of experience in fabrication and/or field service, preferably in the food and beverage industry with 3-5 years of supervisory experience or an equivalent combination of skills and experience.",1
172,7,26,Proven ability to work in a cross-functional team environment. ,1
173,7,27,"We provide a solid benefits package with health, dental, vision, 401(k) and long and short-term disability, plus a company-wide profit sharing program. ",0
174,8,0,Playfair Capital is an early stage technology investment fund based in London. ,0
175,8,1,You will be responsible for hiring across a portfolio of companies. ,0
176,8,2,"Previous recruitment experience in fast growth, tech driven companies. ",1
177,8,3,Work will an awesome group of companies and be an integral part of their ability to grow and succeed. ,0
178,9,0,"Being into the IT domain for over 4 years, Walkover specializes in web based application development and mobile application development.",0
179,9,1,It has been creating innovative products since it was founded and continues to introduce new products from time to time.,0
180,9,2,"Technologies we useCore PHP, Python, #URL_968b3a839b798052f33a95a811f8b2366cd66f6bcc98f2885bea5ee47d000659#, Android, Windows, open source software and powerful AWS servers.",0
181,9,3,"Walkover uses the best available technology - premium version of databases and so on, so that our products work smoothly.",0
182,9,4,Key ProductsMSG91 (SMS solutions provider)MSG91 is an internet based service that allows you to send SMS and critical alerts to the masses.,0
183,9,5,"Product info:#URL_dec6f6c8d9574a0bc1a076d97338f24cd6025226211457c53c3687296348c0f4#UtterU (International calling)UtterU enables international calling by using mobile dialers, access numbers and other ways like two-way calling.  ",0
184,9,6,It helps you connect all over the world at very low cost.,0
185,9,7,Product info: #URL_c7cee061daffb40439ee81a61a60ff7f68ca42dd3fd22258a611ff29d71dbae5#Giddh (Accounting software)Giddh is an extremely simple to use Accounting software that manages your day to day financial transactions in a systematic way so that it enhances the efficiency of your business.,0
186,9,8,Product info: #URL_50c92cae3ee0f3f612d663ce1c86fd894e4c1a6247b98a273f0c828e13c68de2#Saveandsearch (Save your documents now to search them later)A web based tool which enables you to save anything and search later.,0
187,9,9,Product info: #URL_cbcbf9e91b0d65022dfffc9fcab1f6005b8f6f42b967c08f21d13332ff197003#,0
188,9,10,"Is coding just a task for you, or something to play with?Do",0
189,9,11,"you know some of the very basic things like: File handling, Javascript, Jquery and AJAX?",0
190,9,12,"Or, how about playing with this: How to reverse a string without using extra memory?",0
191,9,13,"For example: Convert $str= ""hello\n"" to ""olleh\n"" without using any extra memory variable.",0
192,9,14,You can think of working with us only if you have an answer to something of this level.,0
193,9,15,Why would there be a need otherwise to waste the time of You,0
194,9,16,"And I In This Beautiful World, Oo oo!Must",0
195,9,17,have's:Expertise in MySQL or mongoDB and experience to handle large amount of data.,0
196,9,18,"Knowledge of Python, #URL_968b3a839b798052f33a95a811f8b2366cd66f6bcc98f2885bea5ee47d000659#,core PHP and other technologies would be an added advantage.",0
197,9,19,"Can handle issues like db crash, high load, db migration etc.",0
198,9,20,"Good command over PHP,Java, JavaScript, any other technology.",0
199,9,21,Clear programming fundamentals.,0
200,9,22,Experience with Object Oriented Programming.,0
201,9,23,Can play with multidimensional array.,0
202,9,24,Can develop web services at advanced level.,0
203,9,25,Sound in visualizing and writing high end code.,0
204,9,26,Carries awareness about the market trends that dictate Software development.,0
205,9,27,"Clarity of Interfaces, Constructors, Polymorphism   Static methods.",0
206,9,28,Let us know if you are an ethical hacker.,0
207,9,29,Min. 1 year in Web Development ,1
208,9,30,In-house product development with a chance to try hands on research and development.,0
209,10,0,MarketInvoice is one of the most high-profile London based fin-tech companies.,0
210,10,1,"The Company is Europe’s leading P2P invoice finance platform that allows SMEs to quickly and flexibly sell their invoices, releasing critical working capital in the process.",0
211,10,2,Our mission at MarketInvoice is to modernise the way in which SMEs finance their working capital and fund their growth.,0
212,10,3,We are seeking to bring much-needed innovation to the banking industry in much the same way that online retailers disrupted the high street.,0
213,10,4,"You will be joining a diverse, multi-talented, fast-growing team that is passionate about using technology to help businesses access funding and change the world of business finance.",0
214,10,5,BACKGROUNDA sales and account management role in the business development team which will see you develop qualified leads into a profitable portfolio of clients.,0
215,10,6,This role is perfect for an individual at the start of their sales career who wants to be part of a best in class sales team and who believes in the MarketInvoice mission to make business finance more efficient and transparent. ,0
216,10,7,"KEY RESPONSIBILITIES•    Conversion of qualified leads from multiple industry sectors to active trading accounts and the ongoing management of those accounts        •     Achieving a sales target consisting of volume, revenue, new clients and client retention        •     Supporting a Senior Funding Specialist ",0
217,10,8,The role encompasses:       •      Delivering against a specified business development strategy and target on a daily basis.       ,0
218,10,9,•      Dealing with inbound sales leads and referrals from multiple business sectors across the UK.       ,0
219,10,10,•      Engagement with CEO’s and FD’s in SME’s in the UK       •      Face to face client meetings at board level       •      Executing successful sales techniques to move targets through the MarketInvoice sales funnel.       ,0
220,10,11,•      Driving new business generation through referrals and relationship building       •      Providing timely and accurate reporting to the business.       ,0
221,10,12,•      Use in-house data sources as well as log activity via our CRM system.       •      Undergoing personal training and development with a route through to Business Development Executive for strong performers       •      Attendance of external events and networking opportunities,0
222,10,13,1-2 years B2B solution sales experience is favorable but individuals looking to start a career in sales and business development will be consideredHold a high level of personal drive with a great work ethic.,1
223,10,14,"Exemplary punctuality, being reliable, determined and ambitious.",1
224,10,15,Strong competitive nature with a professional attitude.,1
225,10,16,"Analytical, methodical and numerate.",1
226,10,17,"Strong, clear and precise verbal and written communication skills.",1
227,10,18,"Self-driven, quality and results –oriented.",1
228,10,19,Ability to work well under pressure and hold a team player mentality.,1
229,10,20,Applied knowledge of the financial services industry and/or technology sector.,1
230,10,21,Strong excel and CRM capabilities.,1
231,10,22,"Based in our Manchester officeFull time basic salary of £20,000 to £25,000Highly incentivised pay structure, OTE of £30,000 - £40,000Uncapped commission scheme based on monthly trading volume and revenue.25 days holidayPrivate Health Insurance",0
232,11,0,"                                                                                 Staffing &amp; Recruiting done right for the Oil &amp; Energy Industry!Represented candidates are automatically granted the following perks: Expert negotiations on your behalf, maximizing your compensation package and implimenting ongoing increases Significant signing bonus by Refined Resources (in addition to any potential signing bonuses our client companies offer)1 Year access to AnyPerk: significant corporate discounts on cell phones, event tickets, house cleaning and everything inbetween.  ",0
233,11,1,You'll save thousands on daily expenditures Professional Relocation Services for out of town candidates*,0
234,11,2,"All candidates are encouraged to participate in our Referral Bonus Program ranging anywhere from $500 - $1,000 for all successfully hired candidates... referred directly to the Refined Resources teamPlease submit referrals via online Referral FormThank",0
235,11,3,you and we look forward to working with you soon!  ,0
236,11,4,[ Click to enlarge Image ],0
237,11,5,"IC&amp;E Technician | Bakersfield, CA Mt. PosoPrincipal Duties and Responsibilities: Calibrates, tests, maintains, troubleshoots, and installs all power plant instrumentation, control systems and electrical equipment.",0
238,11,6,"Performs maintenance on motor control centers, motor operated valves, generators, excitation equipment and motors.",0
239,11,7,"Performs preventive, predictive and corrective maintenance on equipment, coordinating work with various team members.",0
240,11,8,Designs and installs new equipment and/or system modifications.,0
241,11,9,"Troubleshoots and performs maintenance on DC backup power equipment, process controls, programmable logic controls (PLC), and emission monitoring equipment.",0
242,11,10,"Uses maintenance reporting system to record time and material use, problem identified and corrected, and further action required; provides complete history of maintenance on equipment.",0
243,11,11,"Schedule, coordinate, work with and monitor contractors on specific tasks, as required.",0
244,11,12,Follows safe working practices at all times.,0
245,11,13,Identifies safety hazards and recommends solutions.,0
246,11,14,Follows environmental compliance work practices.,0
247,11,15,Identifies environmental non-compliance problems and assist in implementing solutions.,0
248,11,16,Assists other team members and works with all departments to support generating station in achieving their performance goals.,0
249,11,17,"Trains other team members in the areas of instrumentation, control, and electrical systems.",0
250,11,18,"Performs housekeeping assignments, as directed.",0
251,11,19,Conduct equipment and system tagging according to company and plant rules and regulations.,0
252,11,20,"Perform equipment safety inspections, as required, and record results as appropriate. Participate in small construction projects.  ",0
253,11,21,"Read and interpret drawings, sketches, prints, and specifications, as required.",0
254,11,22,Orders parts as needed to affect maintenance and repair.,0
255,11,23,Performs Operations tasks on an as-needed basis and other tasks as assigned.,0
256,11,24,"Available within a reasonable response time for emergency call-ins and overtime, plus provide acceptable off-hour contact by phone and company pager.          ",0
257,11,25,Excellent Verbal and Written Communications Skills:Ability to coordinate work activities with other team members on technical subjects across job families.,0
258,11,26,"Ability to work weekends, holidays, and rotating shifts, as required. ",0
259,11,27," QualificationsKnowledge, Skills &amp; Abilities: A high school diploma or GED is required.",1
260,11,28,Must have a valid driver’s license.,1
261,11,29,"Ability to read, write, and communicate effectively in English.  ",1
262,11,30,Good math skills. ,1
263,11,31,"Four years of experience as an I&amp;C Technician and/or Electrician in a power plant environment, preferably with a strong electrical background, up to and including, voltages to 15 KV to provide the following:Demonstrated knowledge of electrical equipment, electronics, schematics, basics of chemistry and physics and controls and instrumentation.",1
264,11,32,Demonstrated knowledge of safe work practices associated with a power plant environment.,1
